year,games_type,host_country,host_city,athletes,teams,competitions,country,gold,silver,bronze
1972,Winter,Japan,Sapporo,1006,35,35,Sweden,1,1,2
1972,Winter,Japan,Sapporo,1006,35,35,Switzerland,4,3,3
1972,Winter,Japan,Sapporo,1006,35,35,USSR,8,5,3
1972,Winter,Japan,Sapporo,1006,35,35,United States of America,3,2,3
1968,Summer,Mexico,Mexico City,5516,112,172,Argentina,0,0,2
1968,Summer,Mexico,Mexico City,5516,112,172,Australia,5,7,5
1968,Summer,Mexico,Mexico City,5516,112,172,Austria,0,2,2
1968,Summer,Mexico,Mexico City,5516,112,172,Belgium,0,1,1
1968,Summer,Mexico,Mexico City,5516,112,172,Brazil,0,1,2
1968,Summer,Mexico,Mexico City,5516,112,172,Bulgaria,2,4,3
1968,Summer,Mexico,Mexico City,5516,112,172,Cameroon,0,1,0
1968,Summer,Mexico,Mexico City,5516,112,172,Canada,1,3,1
1968,Summer,Mexico,Mexico City,5516,112,172,Chinese Taipei,0,0,1
1968,Summer,Mexico,Mexico City,5516,112,172,Cuba,0,4,0
1968,Summer,Mexico,Mexico City,5516,112,172,Czechoslovakia,7,2,4
1968,Summer,Mexico,Mexico City,5516,112,172,Denmark,1,4,3
1968,Summer,Mexico,Mexico City,5516,112,172,Ethiopia,1,1,0
1968,Summer,Mexico,Mexico City,5516,112,172,Federal Republic of Germany,5,11,10
1968,Summer,Mexico,Mexico City,5516,112,172,Finland,1,2,1
1968,Summer,Mexico,Mexico City,5516,112,172,France,7,3,5
1968,Summer,Mexico,Mexico City,5516,112,172,German Democratic Republic (Germany),9,9,7
1968,Summer,Mexico,Mexico City,5516,112,172,Greece,0,0,1
1968,Summer,Mexico,Mexico City,5516,112,172,Hungary,10,10,12
1968,Summer,Mexico,Mexico City,5516,112,172,India,0,0,1
1968,Summer,Mexico,Mexico City,5516,112,172,Islamic Republic of Iran,2,1,2
1968,Summer,Mexico,Mexico City,5516,112,172,Italy,3,4,9
1968,Summer,Mexico,Mexico City,5516,112,172,Jamaica,0,1,0
1968,Summer,Mexico,Mexico City,5516,112,172,Japan,11,7,7
1968,Summer,Mexico,Mexico City,5516,112,172,Kenya,3,4,2
1968,Summer,Mexico,Mexico City,5516,112,172,Mexico,3,3,3
1968,Summer,Mexico,Mexico City,5516,112,172,Mongolia,0,1,3
1968,Summer,Mexico,Mexico City,5516,112,172,Netherlands,3,3,1
1968,Summer,Mexico,Mexico City,5516,112,172,New Zealand,1,0,2
1968,Summer,Mexico,Mexico City,5516,112,172,Norway,1,1,0
1968,Summer,Mexico,Mexico City,5516,112,172,Pakistan,1,0,0
1968,Summer,Mexico,Mexico City,5516,112,172,Poland,5,2,11
1968,Summer,Mexico,Mexico City,5516,112,172,Republic of Korea,0,1,1
1968,Summer,Mexico,Mexico City,5516,112,172,Romania,4,6,5
1968,Summer,Mexico,Mexico City,5516,112,172,Sweden,2,1,1
1968,Summer,Mexico,Mexico City,5516,112,172,Switzerland,0,1,4
1968,Summer,Mexico,Mexico City,5516,112,172,Tunisia,1,0,1
1968,Summer,Mexico,Mexico City,5516,112,172,Turkey,2,0,0
1968,Summer,Mexico,Mexico City,5516,112,172,USSR,29,32,30
1968,Summer,Mexico,Mexico City,5516,112,172,Uganda,0,1,1
1968,Summer,Mexico,Mexico City,5516,112,172,United Kingdom,5,5,3
1968,Summer,Mexico,Mexico City,5516,112,172,United States of America,45,28,34
1968,Summer,Mexico,Mexico City,5516,112,172,Venezuela,1,0,0
1968,Summer,Mexico,Mexico City,5516,112,172,Yugoslavia,3,3,2
1968,Winter,France,Grenoble,1158,37,35,Austria,3,4,4
1968,Winter,France,Grenoble,1158,37,35,Canada,1,1,1
1968,Winter,France,Grenoble,1158,37,35,Czechoslovakia,1,2,1
1968,Winter,France,Grenoble,1158,37,35,Federal Republic of Germany,2,2,3
1968,Winter,France,Grenoble,1158,37,35,Finland,1,2,2
1968,Winter,France,Grenoble,1158,37,35,France,4,3,2
1968,Winter,France,Grenoble,1158,37,35,German Democratic Republic (Germany),1,2,2
1968,Winter,France,Grenoble,1158,37,35,Italy,4,0,0
1968,Winter,France,Grenoble,1158,37,35,Netherlands,3,3,3
1968,Winter,France,Grenoble,1158,37,35,Norway,6,6,2
1968,Winter,France,Grenoble,1158,37,35,Romania,0,0,1
1968,Winter,France,Grenoble,1158,37,35,Sweden,3,2,3
1968,Winter,France,Grenoble,1158,37,35,Switzerland,0,2,4
1968,Winter,France,Grenoble,1158,37,35,USSR,5,5,3
1968,Winter,France,Grenoble,1158,37,35,United States of America,1,5,1
1964,Summer,Japan,Tokyo,5151,93,163,Argentina,0,1,0
1964,Summer,Japan,Tokyo,5151,93,163,Australia,6,2,10
1964,Summer,Japan,Tokyo,5151,93,163,Bahamas,1,0,0
1964,Summer,Japan,Tokyo,5151,93,163,Belgium,2,0,1
1964,Summer,Japan,Tokyo,5151,93,163,Brazil,0,0,1
1964,Summer,Japan,Tokyo,5151,93,163,Bulgaria,3,5,2
1964,Summer,Japan,Tokyo,5151,93,163,Canada,1,2,1
1964,Summer,Japan,Tokyo,5151,93,163,Cuba,0,1,0
1964,Summer,Japan,Tokyo,5151,93,163,Czechoslovakia,5,6,3
1964,Summer,Japan,Tokyo,5151,93,163,Denmark,2,1,3
1964,Summer,Japan,Tokyo,5151,93,163,Ethiopia,1,0,0
1964,Summer,Japan,Tokyo,5151,93,163,Finland,3,0,2
1964,Summer,Japan,Tokyo,5151,93,163,France,1,8,6
1964,Summer,Japan,Tokyo,5151,93,163,Germany,10,22,18
1964,Summer,Japan,Tokyo,5151,93,163,Ghana,0,0,1
1964,Summer,Japan,Tokyo,5151,93,163,Hungary,10,7,5
1964,Summer,Japan,Tokyo,5151,93,163,India,1,0,0
1964,Summer,Japan,Tokyo,5151,93,163,Ireland,0,0,1
1964,Summer,Japan,Tokyo,5151,93,163,Islamic Republic of Iran,0,0,2
1964,Summer,Japan,Tokyo,5151,93,163,Italy,10,10,7
1964,Summer,Japan,Tokyo,5151,93,163,Japan,16,5,8
1964,Summer,Japan,Tokyo,5151,93,163,Kenya,0,0,1
1964,Summer,Japan,Tokyo,5151,93,163,Mexico,0,0,1
1964,Summer,Japan,Tokyo,5151,93,163,Netherlands,2,4,4
1964,Summer,Japan,Tokyo,5151,93,163,New Zealand,3,0,2
1964,Summer,Japan,Tokyo,5151,93,163,Nigeria,0,0,1
1964,Summer,Japan,Tokyo,5151,93,163,Pakistan,0,1,0
1964,Summer,Japan,Tokyo,5151,93,163,Philippines,0,1,0
1964,Summer,Japan,Tokyo,5151,93,163,Poland,7,6,10
1964,Summer,Japan,Tokyo,5151,93,163,Republic of Korea,0,2,1
1964,Summer,Japan,Tokyo,5151,93,163,Romania,2,4,6
1964,Summer,Japan,Tokyo,5151,93,163,Sweden,2,2,4
1964,Summer,Japan,Tokyo,5151,93,163,Switzerland,1,2,1
1964,Summer,Japan,Tokyo,5151,93,163,Trinidad and Tobago,0,1,2
1964,Summer,Japan,Tokyo,5151,93,163,Tunisia,0,1,1
1964,Summer,Japan,Tokyo,5151,93,163,Turkey,2,3,1
1964,Summer,Japan,Tokyo,5151,93,163,USSR,30,31,35
1964,Summer,Japan,Tokyo,5151,93,163,United Kingdom,4,12,2
1964,Summer,Japan,Tokyo,5151,93,163,United States of America,36,26,28
1964,Summer,Japan,Tokyo,5151,93,163,Uruguay,0,0,1
1964,Summer,Japan,Tokyo,5151,93,163,Yugoslavia,2,1,2
1964,Winter,Austria,Innsbruck,1091,36,34,Austria,4,5,3
1964,Winter,Austria,Innsbruck,1091,36,34,Canada,1,1,1
1964,Winter,Austria,Innsbruck,1091,36,34,Czechoslovakia,0,0,1
1964,Winter,Austria,Innsbruck,1091,36,34,Democratic People's Republic of Korea,0,1,0
1964,Winter,Austria,Innsbruck,1091,36,34,Finland,3,4,3
1964,Winter,Austria,Innsbruck,1091,36,34,France,3,4,0
1964,Winter,Austria,Innsbruck,1091,36,34,Germany,3,3,3
1964,Winter,Austria,Innsbruck,1091,36,34,Italy,0,1,3
1964,Winter,Austria,Innsbruck,1091,36,34,Netherlands,1,1,0
1964,Winter,Austria,Innsbruck,1091,36,34,Norway,3,6,6
1964,Winter,Austria,Innsbruck,1091,36,34,Sweden,3,3,1
1964,Winter,Austria,Innsbruck,1091,36,34,USSR,11,8,6
1964,Winter,Austria,Innsbruck,1091,36,34,United Kingdom,1,0,0
1964,Winter,Austria,Innsbruck,1091,36,34,United States of America,1,2,4
1960,Summer,Italy,Rome,5338,83,150,Argentina,0,1,1
1960,Summer,Italy,Rome,5338,83,150,Australia,8,8,6
1960,Summer,Italy,Rome,5338,83,150,Austria,1,1,0
1960,Summer,Italy,Rome,5338,83,150,Belgium,0,2,2
1960,Summer,Italy,Rome,5338,83,150,Brazil,0,0,2
1960,Summer,Italy,Rome,5338,83,150,Bulgaria,1,3,3
1960,Summer,Italy,Rome,5338,83,150,Canada,0,1,0
1960,Summer,Italy,Rome,5338,83,150,Chinese Taipei,0,1,0
1960,Summer,Italy,Rome,5338,83,150,Czechoslovakia,3,2,3
1960,Summer,Italy,Rome,5338,83,150,Denmark,2,3,1
1960,Summer,Italy,Rome,5338,83,150,Ethiopia,1,0,0
1960,Summer,Italy,Rome,5338,83,150,Finland,1,1,3
1960,Summer,Italy,Rome,5338,83,150,France,0,2,3
1960,Summer,Italy,Rome,5338,83,150,Germany,12,19,11
1960,Summer,Italy,Rome,5338,83,150,Ghana,0,1,0
1960,Summer,Italy,Rome,5338,83,150,Greece,1,0,0
1960,Summer,Italy,Rome,5338,83,150,Hungary,6,8,7
1960,Summer,Italy,Rome,5338,83,150,India,0,1,0
1960,Summer,Italy,Rome,5338,83,150,Iraq,0,0,1
1960,Summer,Italy,Rome,5338,83,150,Islamic Republic of Iran,0,1,3
1960,Summer,Italy,Rome,5338,83,150,Italy,13,10,13
1960,Summer,Italy,Rome,5338,83,150,Jamaica,0,0,2
1960,Summer,Italy,Rome,5338,83,150,Japan,4,7,7
1960,Summer,Italy,Rome,5338,83,150,Mexico,0,0,1
1960,Summer,Italy,Rome,5338,83,150,Morocco,0,1,0
1960,Summer,Italy,Rome,5338,83,150,Netherlands,0,1,2
1960,Summer,Italy,Rome,5338,83,150,New Zealand,2,0,1
1960,Summer,Italy,Rome,5338,83,150,Norway,1,0,0
1960,Summer,Italy,Rome,5338,83,150,Pakistan,1,0,1
1960,Summer,Italy,Rome,5338,83,150,Poland,4,6,11
1960,Summer,Italy,Rome,5338,83,150,Portugal,0,1,0
1960,Summer,Italy,Rome,5338,83,150,Romania,3,1,6
1960,Summer,Italy,Rome,5338,83,150,Singapore,0,1,0
1960,Summer,Italy,Rome,5338,83,150,South Africa,0,1,2
1960,Summer,Italy,Rome,5338,83,150,Spain,0,0,1
1960,Summer,Italy,Rome,5338,83,150,Sweden,1,2,3
1960,Summer,Italy,Rome,5338,83,150,Switzerland,0,3,3
1960,Summer,Italy,Rome,5338,83,150,Turkey,7,2,0
1960,Summer,Italy,Rome,5338,83,150,USSR,43,29,31
1960,Summer,Italy,Rome,5338,83,150,United Arab Emirates,0,1,1
1960,Summer,Italy,Rome,5338,83,150,United Kingdom,2,6,12
1960,Summer,Italy,Rome,5338,83,150,United States of America,34,21,16
1960,Summer,Italy,Rome,5338,83,150,Venezuela,0,0,1
1960,Summer,Italy,Rome,5338,83,150,Yugoslavia,1,1,0
1960,Winter,United States,Squaw Valley,665,30,27,Austria,1,2,3
1960,Winter,United States,Squaw Valley,665,30,27,Canada,2,1,1
1960,Winter,United States,Squaw Valley,665,30,27,Czechoslovakia,0,1,0
1960,Winter,United States,Squaw Valley,665,30,27,Finland,2,3,3
1960,Winter,United States,Squaw Valley,665,30,27,France,1,0,2
1960,Winter,United States,Squaw Valley,665,30,27,Germany,4,3,1
1960,Winter,United States,Squaw Valley,665,30,27,Italy,0,0,1
1960,Winter,United States,Squaw Valley,665,30,27,Netherlands,0,1,1
1960,Winter,United States,Squaw Valley,665,30,27,Norway,3,3,0
1960,Winter,United States,Squaw Valley,665,30,27,Poland,0,1,1
1960,Winter,United States,Squaw Valley,665,30,27,Sweden,3,2,2
1960,Winter,United States,Squaw Valley,665,30,27,Switzerland,2,0,0
1960,Winter,United States,Squaw Valley,665,30,27,USSR,7,5,9
1960,Winter,United States,Squaw Valley,665,30,27,United States of America,3,4,3
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Argentina,0,1,1
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Australia,13,8,14
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Austria,0,0,2
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Bahamas,0,0,1
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Belgium,0,2,0
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Brazil,1,0,0
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Bulgaria,1,3,1
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Canada,2,1,2
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Chile,0,2,2
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Czechoslovakia,1,4,1
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Denmark,1,1,1
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Finland,3,1,11
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,France,4,4,6
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Germany,4,10,6
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Greece,0,0,1
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Hungary,9,10,7
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Iceland,0,1,0
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,India,1,0,0
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Ireland,1,1,3
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Islamic Republic of Iran,2,2,1
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Italy,8,6,8
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Japan,4,10,5
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Mexico,1,0,1
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,New Zealand,2,0,0
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Norway,1,0,2
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Pakistan,0,1,0
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Poland,1,4,4
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Republic of Korea,0,1,1
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Romania,5,3,5
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,South Africa,0,0,4
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Sweden,5,5,6
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Turkey,3,2,2
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,USSR,37,29,32
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,United Kingdom,5,7,9
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,United States of America,32,25,17
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Uruguay,0,0,1
1956,Summer,"Australia, Sweden",Melbourne,3314,72,151,Yugoslavia,0,3,0
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Austria,4,3,4
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Canada,0,1,2
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Finland,3,3,1
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Germany,1,0,1
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Hungary,0,0,1
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Italy,1,2,0
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Japan,0,1,0
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Norway,2,1,1
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Poland,0,0,1
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Sweden,2,4,4
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,Switzerland,3,2,1
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,USSR,7,3,6
1956,Winter,Italy,Cortina d'Ampezzo,821,32,24,United States of America,2,3,2
1952,Summer,Finland,Helsinki,4955,69,149,Argentina,1,2,2
1952,Summer,Finland,Helsinki,4955,69,149,Australia,6,2,3
1952,Summer,Finland,Helsinki,4955,69,149,Austria,0,1,1
1952,Summer,Finland,Helsinki,4955,69,149,Belgium,2,2,0
1952,Summer,Finland,Helsinki,4955,69,149,Brazil,1,0,2
1952,Summer,Finland,Helsinki,4955,69,149,Bulgaria,0,0,1
1952,Summer,Finland,Helsinki,4955,69,149,Canada,1,2,0
1952,Summer,Finland,Helsinki,4955,69,149,Chile,0,2,0
1952,Summer,Finland,Helsinki,4955,69,149,Czechoslovakia,7,3,3
1952,Summer,Finland,Helsinki,4955,69,149,Denmark,2,1,3
1952,Summer,Finland,Helsinki,4955,69,149,Egypt,0,0,1
1952,Summer,Finland,Helsinki,4955,69,149,Finland,6,3,13
1952,Summer,Finland,Helsinki,4955,69,149,France,6,6,6
1952,Summer,Finland,Helsinki,4955,69,149,Germany,0,7,17
1952,Summer,Finland,Helsinki,4955,69,149,Hungary,16,10,16
1952,Summer,Finland,Helsinki,4955,69,149,India,1,0,1
1952,Summer,Finland,Helsinki,4955,69,149,Ireland,0,1,0
1952,Summer,Finland,Helsinki,4955,69,149,Islamic Republic of Iran,0,3,4
1952,Summer,Finland,Helsinki,4955,69,149,Italy,8,9,4
1952,Summer,Finland,Helsinki,4955,69,149,Jamaica,2,3,0
1952,Summer,Finland,Helsinki,4955,69,149,Japan,1,6,2
1952,Summer,Finland,Helsinki,4955,69,149,Lebanon,0,1,1
1952,Summer,Finland,Helsinki,4955,69,149,Luxembourg,1,0,0
1952,Summer,Finland,Helsinki,4955,69,149,Mexico,0,1,0
1952,Summer,Finland,Helsinki,4955,69,149,Netherlands,0,5,0
1952,Summer,Finland,Helsinki,4955,69,149,New Zealand,1,0,2
1952,Summer,Finland,Helsinki,4955,69,149,Norway,3,2,0
1952,Summer,Finland,Helsinki,4955,69,149,Poland,1,2,1
1952,Summer,Finland,Helsinki,4955,69,149,Portugal,0,0,1
1952,Summer,Finland,Helsinki,4955,69,149,Republic of Korea,0,0,2
1952,Summer,Finland,Helsinki,4955,69,149,Romania,1,1,2
1952,Summer,Finland,Helsinki,4955,69,149,South Africa,2,4,4
1952,Summer,Finland,Helsinki,4955,69,149,Spain,0,1,0
1952,Summer,Finland,Helsinki,4955,69,149,Sweden,12,13,10
1952,Summer,Finland,Helsinki,4955,69,149,Switzerland,2,6,6
1952,Summer,Finland,Helsinki,4955,69,149,Trinidad and Tobago,0,0,2
1952,Summer,Finland,Helsinki,4955,69,149,Turkey,2,0,1
1952,Summer,Finland,Helsinki,4955,69,149,USSR,22,30,19
1952,Summer,Finland,Helsinki,4955,69,149,United Kingdom,1,2,8
1952,Summer,Finland,Helsinki,4955,69,149,United States of America,40,19,17
1952,Summer,Finland,Helsinki,4955,69,149,Uruguay,0,0,2
1952,Summer,Finland,Helsinki,4955,69,149,Venezuela,0,0,1
1952,Summer,Finland,Helsinki,4955,69,149,Yugoslavia,1,2,0
1952,Winter,Norway,Oslo,694,30,22,Austria,2,4,2
1952,Winter,Norway,Oslo,694,30,22,Canada,1,0,1
1952,Winter,Norway,Oslo,694,30,22,Finland,3,4,2
1952,Winter,Norway,Oslo,694,30,22,France,0,0,1
1952,Winter,Norway,Oslo,694,30,22,Germany,3,2,2
1952,Winter,Norway,Oslo,694,30,22,Hungary,0,0,1
1952,Winter,Norway,Oslo,694,30,22,Italy,1,0,1
1952,Winter,Norway,Oslo,694,30,22,Netherlands,0,3,0
1952,Winter,Norway,Oslo,694,30,22,Norway,7,3,6
1952,Winter,Norway,Oslo,694,30,22,Sweden,0,0,4
1952,Winter,Norway,Oslo,694,30,22,Switzerland,0,0,2
1952,Winter,Norway,Oslo,694,30,22,United Kingdom,1,0,0
1952,Winter,Norway,Oslo,694,30,22,United States of America,4,6,1
1948,Summer,Great Britain,London,4104,59,136,Argentina,3,3,1
1948,Summer,Great Britain,London,4104,59,136,Australia,2,6,5
1948,Summer,Great Britain,London,4104,59,136,Austria,2,2,4
1948,Summer,Great Britain,London,4104,59,136,Belgium,2,2,3
1948,Summer,Great Britain,London,4104,59,136,Brazil,0,0,1
1948,Summer,Great Britain,London,4104,59,136,Canada,0,2,2
1948,Summer,Great Britain,London,4104,59,136,Cuba,0,1,0
1948,Summer,Great Britain,London,4104,59,136,Czechoslovakia,6,2,3
1948,Summer,Great Britain,London,4104,59,136,Denmark,5,8,9
1948,Summer,Great Britain,London,4104,59,136,Egypt,2,2,1
1948,Summer,Great Britain,London,4104,59,136,Finland,10,8,6
1948,Summer,Great Britain,London,4104,59,136,France,11,6,15
1948,Summer,Great Britain,London,4104,59,136,Hungary,10,5,13
1948,Summer,Great Britain,London,4104,59,136,India,1,0,0
1948,Summer,Great Britain,London,4104,59,136,Ireland,0,0,1
1948,Summer,Great Britain,London,4104,59,136,Islamic Republic of Iran,0,0,1
1948,Summer,Great Britain,London,4104,59,136,Italy,9,12,10
1948,Summer,Great Britain,London,4104,59,136,Jamaica,1,2,0
1948,Summer,Great Britain,London,4104,59,136,Mexico,2,1,2
1948,Summer,Great Britain,London,4104,59,136,Netherlands,5,2,9
1948,Summer,Great Britain,London,4104,59,136,Norway,1,3,3
1948,Summer,Great Britain,London,4104,59,136,Panama,0,0,2
1948,Summer,Great Britain,London,4104,59,136,Peru,1,0,0
1948,Summer,Great Britain,London,4104,59,136,Poland,1,0,1
1948,Summer,Great Britain,London,4104,59,136,Portugal,0,1,1
1948,Summer,Great Britain,London,4104,59,136,Puerto Rico,0,0,1
1948,Summer,Great Britain,London,4104,59,136,Republic of Korea,0,0,2
1948,Summer,Great Britain,London,4104,59,136,South Africa,2,2,2
1948,Summer,Great Britain,London,4104,59,136,Spain,0,1,0
1948,Summer,Great Britain,London,4104,59,136,Sri Lanka,0,1,0
1948,Summer,Great Britain,London,4104,59,136,Sweden,17,11,18
1948,Summer,Great Britain,London,4104,59,136,Switzerland,5,12,6
1948,Summer,Great Britain,London,4104,59,136,Trinidad and Tobago,0,1,0
1948,Summer,Great Britain,London,4104,59,136,Turkey,6,4,2
1948,Summer,Great Britain,London,4104,59,136,United Kingdom,4,16,7
1948,Summer,Great Britain,London,4104,59,136,United States of America,38,27,19
1948,Summer,Great Britain,London,4104,59,136,Uruguay,0,1,1
1948,Summer,Great Britain,London,4104,59,136,Yugoslavia,0,2,0
1948,Winter,Switzerland,St. Moritz,669,28,22,Austria,1,3,4
1948,Winter,Switzerland,St. Moritz,669,28,22,Belgium,1,1,0
1948,Winter,Switzerland,St. Moritz,669,28,22,Canada,2,0,1
1948,Winter,Switzerland,St. Moritz,669,28,22,Czechoslovakia,0,1,0
1948,Winter,Switzerland,St. Moritz,669,28,22,Finland,1,3,2
1948,Winter,Switzerland,St. Moritz,669,28,22,France,2,1,2
1948,Winter,Switzerland,St. Moritz,669,28,22,Hungary,0,1,0
1948,Winter,Switzerland,St. Moritz,669,28,22,Italy,1,0,0
1948,Winter,Switzerland,St. Moritz,669,28,22,Norway,4,3,3
1948,Winter,Switzerland,St. Moritz,669,28,22,Sweden,4,3,3
1948,Winter,Switzerland,St. Moritz,669,28,22,Switzerland,3,4,3
1948,Winter,Switzerland,St. Moritz,669,28,22,United Kingdom,0,0,2
1948,Winter,Switzerland,St. Moritz,669,28,22,United States of America,3,4,2
1936,Summer,Germany,Berlin,3963,49,129,Argentina,2,2,3
1936,Summer,Germany,Berlin,3963,49,129,Australia,0,0,1
1936,Summer,Germany,Berlin,3963,49,129,Austria,5,7,5
1936,Summer,Germany,Berlin,3963,49,129,Belgium,0,0,3
1936,Summer,Germany,Berlin,3963,49,129,Canada,1,3,5
1936,Summer,Germany,Berlin,3963,49,129,Czechoslovakia,3,5,1
1936,Summer,Germany,Berlin,3963,49,129,Denmark,0,2,3
1936,Summer,Germany,Berlin,3963,49,129,Egypt,2,1,2
1936,Summer,Germany,Berlin,3963,49,129,Estonia,2,2,3
1936,Summer,Germany,Berlin,3963,49,129,Finland,8,6,6
1936,Summer,Germany,Berlin,3963,49,129,France,7,6,6
1936,Summer,Germany,Berlin,3963,49,129,Germany,38,31,32
1936,Summer,Germany,Berlin,3963,49,129,Hungary,10,1,5
1936,Summer,Germany,Berlin,3963,49,129,India,1,0,0
1936,Summer,Germany,Berlin,3963,49,129,Italy,9,13,5
1936,Summer,Germany,Berlin,3963,49,129,Japan,6,4,10
1936,Summer,Germany,Berlin,3963,49,129,Latvia,0,1,1
1936,Summer,Germany,Berlin,3963,49,129,Mexico,0,0,3
1936,Summer,Germany,Berlin,3963,49,129,Netherlands,6,4,7
1936,Summer,Germany,Berlin,3963,49,129,New Zealand,1,0,0
1936,Summer,Germany,Berlin,3963,49,129,Norway,1,3,2
1936,Summer,Germany,Berlin,3963,49,129,Philippines,0,0,1
1936,Summer,Germany,Berlin,3963,49,129,Poland,0,4,5
1936,Summer,Germany,Berlin,3963,49,129,Portugal,0,0,1
1936,Summer,Germany,Berlin,3963,49,129,Romania,0,1,0
1936,Summer,Germany,Berlin,3963,49,129,South Africa,0,1,0
1936,Summer,Germany,Berlin,3963,49,129,Sweden,6,5,10
1936,Summer,Germany,Berlin,3963,49,129,Switzerland,4,9,5
1936,Summer,Germany,Berlin,3963,49,129,Turkey,1,0,1
1936,Summer,Germany,Berlin,3963,49,129,United Kingdom,4,7,3
1936,Summer,Germany,Berlin,3963,49,129,United States of America,24,21,12
1936,Summer,Germany,Berlin,3963,49,129,Yugoslavia,0,1,0
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,Austria,1,1,2
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,Canada,0,1,0
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,Finland,1,2,3
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,France,0,0,1
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,Germany,3,3,0
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,Hungary,0,0,1
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,Norway,7,5,3
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,Sweden,2,2,3
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,Switzerland,1,2,0
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,United Kingdom,1,1,1
1936,Winter,Germany,Garmisch-Partenkirchen,646,28,17,United States of America,1,0,3
1932,Summer,United States,Los Angeles,1334,37,117,Argentina,3,1,0
1932,Summer,United States,Los Angeles,1334,37,117,Australia,3,1,1
1932,Summer,United States,Los Angeles,1334,37,117,Austria,1,1,3
1932,Summer,United States,Los Angeles,1334,37,117,Belgium,0,0,1
1932,Summer,United States,Los Angeles,1334,37,117,Canada,2,5,9
1932,Summer,United States,Los Angeles,1334,37,117,Czechoslovakia,1,3,2
1932,Summer,United States,Los Angeles,1334,37,117,Denmark,0,5,3
1932,Summer,United States,Los Angeles,1334,37,117,Finland,5,8,12
1932,Summer,United States,Los Angeles,1334,37,117,France,11,5,4
1932,Summer,United States,Los Angeles,1334,37,117,Germany,5,12,7
1932,Summer,United States,Los Angeles,1334,37,117,Hungary,6,5,5
1932,Summer,United States,Los Angeles,1334,37,117,India,1,0,0
1932,Summer,United States,Los Angeles,1334,37,117,Ireland,2,0,0
1932,Summer,United States,Los Angeles,1334,37,117,Italy,12,12,12
